subscription_id,customer_id,plan_id,subscription_start_date,subscription_end_date,subscription_status,auto_renew,cancellation_date,cancellation_reason,monthly_price
SUB0003837,CUST003479,PLAN02,2021-07-26,,Active,True,,,15.49
SUB0003838,CUST003480,PLAN03,2021-12-13,,Active,False,,,22.99
SUB0003839,CUST003481,PLAN02,2023-08-12,,Cancelled,True,2026-02-15,Too expensive,15.49
SUB0003840,CUST003482,PLAN03,2021-10-06,,Active,True,,,22.99
SUB0003841,CUST003483,PLAN03,2019-02-09,,Active,True,,,22.99
SUB0003842,CUST003484,PLAN01,2023-10-21,,Active,True,,,6.99
SUB0003843,CUST003485,PLAN03,2024-04-28,,Active,True,,,22.99
SUB0003844,CUST003486,PLAN02,2023-05-11,,Active,True,,,15.49
SUB0003845,CUST003487,PLAN03,2022-11-10,,Active,True,,,22.99
SUB0003846,CUST003488,PLAN01,2023-04-20,,Active,True,,,6.99
SUB0003847,CUST003489,PLAN02,2023-07-01,,Active,True,,,15.49
SUB0003848,CUST003490,PLAN01,2026-01-03,,Active,True,,,6.99
SUB0003849,CUST003491,PLAN02,2024-04-08,2026-03-02,Plan Changed,False,,,6.99
SUB0003850,CUST003491,PLAN01,2026-03-02,,Active,False,,,6.99
SUB0003851,CUST003492,PLAN02,2026-01-09,,Active,True,,,15.49
SUB0003852,CUST003493,PLAN01,2026-02-20,,Active,True,,,6.99
SUB0003853,CUST003494,PLAN02,2024-06-10,,Active,True,,,15.49
SUB0003854,CUST003495,PLAN01,2022-09-10,,Cancelled,True,2026-04-05,No longer needed,6.99
SUB0003855,CUST003496,PLAN02,2023-01-19,,Active,True,,,15.49
SUB0003856,CUST003497,PLAN03,2025-07-26,2025-09-26,Plan Changed,False,,,15.49
SUB0003857,CUST003497,PLAN02,2025-09-26,,Active,False,,,15.49
SUB0003858,CUST003498,PLAN03,2021-08-21,2024-04-14,Plan Changed,True,,,15.49
SUB0003859,CUST003498,PLAN02,2024-04-14,,Active,True,,,15.49
SUB0003860,CUST003499,PLAN02,2019-05-19,2025-08-04,Plan Changed,True,,,15.49
SUB0003861,CUST003499,PLAN02,2025-08-04,,Active,True,,,15.49
SUB0003862,CUST003500,PLAN02,2021-02-19,,Active,True,,,15.49
SUB0003863,CUST003501,PLAN01,2021-05-20,,Active,False,,,6.99
SUB0003864,CUST003502,PLAN01,2022-12-29,,Active,True,,,6.99
SUB0003865,CUST003503,PLAN02,2020-11-26,2025-02-07,Plan Changed,True,,,15.49
SUB0003866,CUST003503,PLAN02,2025-02-07,,Active,True,,,15.49
SUB0003867,CUST003504,PLAN03,2023-01-18,,Active,True,,,22.99
SUB0003868,CUST003505,PLAN01,2024-11-29,,Cancelled,True,2026-04-18,Too expensive,6.99
SUB0003869,CUST003506,PLAN03,2021-06-27,,Active,False,,,22.99
SUB0003870,CUST003507,PLAN02,2026-03-22,,Active,True,,,15.49
SUB0003871,CUST003508,PLAN03,2021-05-08,,Active,True,,,22.99
SUB0003872,CUST003509,PLAN01,2025-02-12,,Active,False,,,6.99
SUB0003873,CUST003510,PLAN01,2022-03-10,,Active,False,,,6.99
SUB0003874,CUST003511,PLAN02,2020-07-14,,Active,True,,,15.49
SUB0003875,CUST003512,PLAN03,2024-01-25,,Active,True,,,22.99
SUB0003876,CUST003513,PLAN02,2023-03-02,,Active,False,,,15.49
SUB0003877,CUST003514,PLAN01,2019-12-27,,Active,True,,,6.99
SUB0003878,CUST003515,PLAN03,2020-08-22,2023-05-10,Plan Changed,True,,,22.99
SUB0003879,CUST003515,PLAN03,2023-05-10,,Active,True,,,22.99
SUB0003880,CUST003516,PLAN02,2024-06-26,,Cancelled,True,2026-03-27,Poor customer service experience,15.49
SUB0003881,CUST003517,PLAN03,2022-11-23,,Active,True,,,22.99
SUB0003882,CUST003518,PLAN03,2024-07-17,,Active,True,,,22.99
SUB0003883,CUST003519,PLAN02,2019-09-15,,Active,True,,,15.49
SUB0003884,CUST003520,PLAN01,2022-10-28,,Active,True,,,6.99
SUB0003885,CUST003521,PLAN01,2022-08-14,,Active,True,,,6.99
SUB0003886,CUST003522,PLAN03,2019-12-15,2021-02-14,Plan Changed,False,,,6.99
SUB0003887,CUST003522,PLAN01,2021-02-14,,Active,False,,,6.99
SUB0003888,CUST003523,PLAN01,2023-02-02,,Cancelled,False,2025-11-19,No longer needed,6.99
SUB0003889,CUST003524,PLAN01,2025-01-03,,Active,True,,,6.99
SUB0003890,CUST003525,PLAN02,2024-09-04,,Active,True,,,15.49
SUB0003891,CUST003526,PLAN02,2023-02-06,,Active,True,,,15.49
SUB0003892,CUST003527,PLAN01,2024-10-21,,Cancelled,True,2026-01-12,Too expensive,6.99
SUB0003893,CUST003528,PLAN01,2022-05-12,,Cancelled,True,2025-12-06,Content quality decline,6.99
SUB0003894,CUST003529,PLAN01,2019-01-30,,Active,True,,,6.99
SUB0003895,CUST003530,PLAN01,2024-05-08,2026-06-17,Plan Changed,True,,,6.99
SUB0003896,CUST003530,PLAN01,2026-06-17,,Active,True,,,6.99
SUB0003897,CUST003531,PLAN02,2020-07-24,,Active,True,,,15.49
SUB0003898,CUST003532,PLAN02,2021-04-03,,Active,True,,,15.49
SUB0003899,CUST003533,PLAN02,2022-12-14,,Cancelled,True,2026-06-21,No longer needed,15.49
SUB0003900,CUST003534,PLAN02,2022-06-06,,Active,True,,,15.49
SUB0003901,CUST003535,PLAN03,2025-03-10,,Active,True,,,22.99
SUB0003902,CUST003536,PLAN02,2021-01-02,,Active,True,,,15.49
SUB0003903,CUST003537,PLAN02,2023-01-14,,Active,True,,,15.49
SUB0003904,CUST003538,PLAN02,2025-10-31,,Active,True,,,15.49
SUB0003905,CUST003539,PLAN03,2023-06-22,2025-08-08,Plan Changed,False,,,6.99
SUB0003906,CUST003539,PLAN01,2025-08-08,,Cancelled,False,2026-06-13,Payment issues,6.99
SUB0003907,CUST003540,PLAN01,2022-07-22,,Active,True,,,6.99
SUB0003908,CUST003541,PLAN02,2022-09-08,,Active,True,,,15.49
SUB0003909,CUST003542,PLAN01,2020-11-10,,Active,True,,,6.99
SUB0003910,CUST003543,PLAN02,2023-04-02,2023-09-03,Plan Changed,True,,,15.49
SUB0003911,CUST003543,PLAN02,2023-09-03,,Active,True,,,15.49
SUB0003912,CUST003544,PLAN01,2021-02-25,2026-03-23,Plan Changed,True,,,15.49
SUB0003913,CUST003544,PLAN02,2026-03-23,,Active,True,,,15.49
SUB0003914,CUST003545,PLAN02,2019-01-27,,Active,True,,,15.49
SUB0003915,CUST003546,PLAN01,2019-08-29,,Active,True,,,6.99
SUB0003916,CUST003547,PLAN03,2024-04-19,,Active,True,,,22.99
SUB0003917,CUST003548,PLAN01,2026-03-16,,Cancelled,True,2026-06-10,Too expensive,6.99
SUB0003918,CUST003549,PLAN03,2021-05-06,2022-08-03,Plan Changed,True,,,15.49
SUB0003919,CUST003549,PLAN02,2022-08-03,,Active,True,,,15.49
SUB0003920,CUST003550,PLAN01,2024-07-15,,Active,True,,,6.99
SUB0003921,CUST003551,PLAN03,2022-12-15,,Active,True,,,22.99
SUB0003922,CUST003552,PLAN02,2020-12-10,,Active,False,,,15.49
SUB0003923,CUST003553,PLAN02,2020-06-05,,Active,True,,,15.49
SUB0003924,CUST003554,PLAN02,2026-03-27,,Active,True,,,15.49
SUB0003925,CUST003555,PLAN02,2021-09-21,,Active,True,,,15.49
SUB0003926,CUST003556,PLAN02,2023-01-07,,Active,True,,,15.49
SUB0003927,CUST003557,PLAN02,2024-08-14,,Cancelled,True,2026-06-30,Technical issues,15.49
SUB0003928,CUST003558,PLAN02,2022-10-09,,Active,True,,,15.49
SUB0003929,CUST003559,PLAN02,2023-12-28,,Cancelled,True,2026-04-15,Found alternative platform,15.49
SUB0003930,CUST003560,PLAN03,2023-08-13,2025-08-27,Plan Changed,True,,,6.99
SUB0003931,CUST003560,PLAN01,2025-08-27,,Active,True,,,6.99
SUB0003932,CUST003561,PLAN01,2024-09-30,,Cancelled,True,2026-01-25,Too expensive,6.99
SUB0003933,CUST003562,PLAN01,2020-04-05,,Active,True,,,6.99
SUB0003934,CUST003563,PLAN02,2019-02-23,,Active,True,,,15.49
SUB0003935,CUST003564,PLAN01,2020-04-13,,Cancelled,True,2025-10-31,Payment issues,6.99
SUB0003936,CUST003565,PLAN02,2024-02-22,,Active,True,,,15.49
SUB0003937,CUST003566,PLAN03,2020-10-29,,Active,False,,,22.99
SUB0003938,CUST003567,PLAN01,2024-09-28,,Active,True,,,6.99
SUB0003939,CUST003568,PLAN01,2022-01-03,,Active,True,,,6.99
SUB0003940,CUST003569,PLAN02,2024-07-04,,Active,True,,,15.49
SUB0003941,CUST003570,PLAN02,2025-01-05,,Cancelled,True,2026-02-23,Too expensive,15.49
SUB0003942,CUST003571,PLAN01,2024-01-15,2024-09-25,Plan Changed,True,,,22.99
SUB0003943,CUST003571,PLAN03,2024-09-25,,Active,True,,,22.99
SUB0003944,CUST003572,PLAN01,2021-08-13,,Active,True,,,6.99
SUB0003945,CUST003573,PLAN02,2025-11-24,,Active,True,,,15.49
SUB0003946,CUST003574,PLAN02,2026-03-26,,Active,True,,,15.49
SUB0003947,CUST003575,PLAN02,2020-07-17,,Active,True,,,15.49
SUB0003948,CUST003576,PLAN01,2019-04-28,,Cancelled,False,2025-12-16,No longer needed,6.99
SUB0003949,CUST003577,PLAN02,2020-03-24,,Active,True,,,15.49
SUB0003950,CUST003578,PLAN01,2022-10-01,,Active,True,,,6.99
SUB0003951,CUST003579,PLAN03,2025-09-01,,Active,True,,,22.99
SUB0003952,CUST003580,PLAN03,2023-01-12,,Cancelled,True,2026-05-25,Household budget cuts,22.99
SUB0003953,CUST003581,PLAN02,2022-04-08,,Cancelled,True,2025-11-18,Payment issues,15.49
SUB0003954,CUST003582,PLAN03,2019-06-12,,Active,True,,,22.99
SUB0003955,CUST003583,PLAN02,2021-06-01,,Active,True,,,15.49
SUB0003956,CUST003584,PLAN01,2021-08-19,,Active,True,,,6.99
SUB0003957,CUST003585,PLAN02,2025-07-03,,Active,True,,,15.49
SUB0003958,CUST003586,PLAN02,2025-03-24,,Active,False,,,15.49
SUB0003959,CUST003587,PLAN01,2022-08-02,,Active,True,,,6.99
SUB0003960,CUST003588,PLAN01,2023-12-22,,Active,True,,,6.99
SUB0003961,CUST003589,PLAN03,2023-09-12,,Cancelled,True,2025-11-03,Found alternative platform,22.99
SUB0003962,CUST003590,PLAN03,2020-09-28,,Active,True,,,22.99
SUB0003963,CUST003591,PLAN02,2021-06-23,,Active,True,,,15.49
SUB0003964,CUST003592,PLAN01,2021-08-19,,Active,False,,,6.99
SUB0003965,CUST003593,PLAN01,2023-10-17,,Active,False,,,6.99
SUB0003966,CUST003594,PLAN01,2020-02-26,,Cancelled,True,2026-05-20,Not enough content,6.99
SUB0003967,CUST003595,PLAN02,2022-09-13,,Cancelled,False,2026-03-28,No longer needed,15.49
SUB0003968,CUST003596,PLAN01,2019-09-06,,Active,True,,,6.99
SUB0003969,CUST003597,PLAN03,2023-11-14,2026-06-22,Plan Changed,True,,,15.49
SUB0003970,CUST003597,PLAN02,2026-06-22,,Active,True,,,15.49
SUB0003971,CUST003598,PLAN03,2026-04-14,,Cancelled,True,2026-06-30,Found alternative platform,22.99
SUB0003972,CUST003599,PLAN02,2021-11-15,,Active,False,,,15.49
SUB0003973,CUST003600,PLAN01,2021-04-10,,Active,True,,,6.99
SUB0003974,CUST003601,PLAN02,2023-07-29,,Active,True,,,15.49
SUB0003975,CUST003602,PLAN01,2020-06-01,,Active,True,,,6.99
SUB0003976,CUST003603,PLAN02,2020-09-16,,Cancelled,True,2026-02-11,Poor customer service experience,15.49
SUB0003977,CUST003604,PLAN02,2019-01-30,,Cancelled,False,2026-04-09,Too expensive,15.49
SUB0003978,CUST003605,PLAN02,2022-09-15,,Cancelled,True,2026-04-08,Found alternative platform,15.49
SUB0003979,CUST003606,PLAN02,2023-03-05,,Active,True,,,15.49
SUB0003980,CUST003607,PLAN01,2019-11-25,,Active,True,,,6.99
SUB0003981,CUST003608,PLAN02,2022-11-21,,Active,False,,,15.49
SUB0003982,CUST003609,PLAN01,2022-07-28,,Active,True,,,6.99
SUB0003983,CUST003610,PLAN02,2024-05-07,,Active,True,,,15.49
SUB0003984,CUST003611,PLAN02,2021-06-01,,Active,True,,,15.49
SUB0003985,CUST003612,PLAN03,2024-04-03,,Active,True,,,22.99
SUB0003986,CUST003613,PLAN03,2020-11-26,,Active,True,,,22.99
SUB0003987,CUST003614,PLAN02,2022-12-22,,Active,True,,,15.49
SUB0003988,CUST003615,PLAN01,2024-07-22,2025-11-24,Plan Changed,False,,,6.99
SUB0003989,CUST003615,PLAN01,2025-11-24,,Cancelled,False,,Poor customer service experience,6.99
SUB0003990,CUST003616,PLAN03,2025-07-18,,Active,True,,,22.99
SUB0003991,CUST003617,PLAN02,2026-02-21,,Active,True,,,15.49
SUB0003992,CUST003618,PLAN02,2025-12-13,,Cancelled,True,2026-03-04,No longer needed,15.49
SUB0003993,CUST003619,PLAN02,2025-07-02,,Active,True,,,15.49
SUB0003994,CUST003620,PLAN01,2023-05-28,,Active,True,,,6.99
SUB0003995,CUST003621,PLAN02,2020-05-22,,Cancelled,True,2025-11-06,Household budget cuts,15.49
SUB0003996,CUST003622,PLAN01,2024-06-07,,Cancelled,False,2026-02-13,Moving / relocation,6.99
SUB0003997,CUST003623,PLAN01,2025-04-12,,Cancelled,True,2026-01-10,Payment issues,6.99
SUB0003998,CUST003624,PLAN01,2025-07-07,,Active,False,,,6.99
SUB0003999,CUST003625,PLAN02,2020-01-14,,Active,True,,,15.49
SUB0004000,CUST003626,PLAN01,2020-03-21,,Active,False,,,6.99
SUB0004001,CUST003627,PLAN01,2019-07-04,,Active,False,,,6.99
SUB0004002,CUST003628,PLAN01,2024-09-12,,Cancelled,True,2025-12-05,Found alternative platform,6.99
SUB0004003,CUST003629,PLAN02,2025-01-03,,Active,True,,,15.49
SUB0004004,CUST003630,PLAN01,2024-04-15,2025-01-01,Plan Changed,True,,,22.99
SUB0004005,CUST003630,PLAN03,2025-01-01,,Active,True,,,22.99
SUB0004006,CUST003631,PLAN02,2021-01-13,,Active,True,,,15.49
SUB0004007,CUST003632,PLAN01,2025-07-14,,Cancelled,True,2026-04-01,Too expensive,6.99
SUB0004008,CUST003633,PLAN03,2023-05-31,,Cancelled,True,2026-04-11,Technical issues,22.99
SUB0004009,CUST003634,PLAN02,2023-12-28,,Active,True,,,15.49
SUB0004010,CUST003635,PLAN02,2020-12-31,2022-09-14,Plan Changed,True,,,15.49
SUB0004011,CUST003635,PLAN02,2022-09-14,,Active,True,,,15.49
SUB0004012,CUST003636,PLAN01,2023-04-26,,Active,True,,,6.99
SUB0004013,CUST003637,PLAN02,2021-08-24,,Cancelled,True,2026-06-26,No longer needed,15.49
SUB0004014,CUST003638,PLAN03,2026-02-25,,Active,True,,,22.99
SUB0004015,CUST003639,PLAN01,2025-09-07,,Cancelled,True,2025-11-17,Too expensive,6.99
SUB0004016,CUST003640,PLAN01,2022-04-10,,Cancelled,True,2026-02-16,Technical issues,6.99
SUB0004017,CUST003641,PLAN01,2024-03-13,,Active,True,,,6.99
SUB0004018,CUST003642,PLAN01,2020-03-19,,Active,False,,,6.99
SUB0004019,CUST003643,PLAN02,2021-04-06,,Active,True,,,15.49
SUB0004020,CUST003644,PLAN02,2019-12-06,,Active,False,,,15.49
SUB0004021,CUST003645,PLAN01,2022-06-12,,Active,True,,,6.99
SUB0004022,CUST003646,PLAN02,2022-06-11,,Active,True,,,15.49
SUB0004023,CUST003647,PLAN02,2022-09-04,,Cancelled,True,2026-06-19,Content quality decline,15.49
SUB0004024,CUST003648,PLAN02,2024-01-09,,Active,True,,,15.49
SUB0004025,CUST003649,PLAN01,2019-02-11,,Cancelled,True,2026-05-20,Not enough content,6.99
SUB0004026,CUST003650,PLAN03,2026-04-04,,Cancelled,False,2026-04-14,Found alternative platform,22.99
SUB0004027,CUST003651,PLAN01,2025-02-08,,Active,True,,,6.99
SUB0004028,CUST003652,PLAN02,2023-04-26,,Cancelled,True,2026-02-26,Household budget cuts,15.49
SUB0004029,CUST003653,PLAN02,2020-12-24,,Active,True,,,15.49
SUB0004030,CUST003654,PLAN01,2025-06-30,,Active,False,,,6.99
SUB0004031,CUST003655,PLAN03,2021-08-07,,Active,True,,,22.99
SUB0004032,CUST003656,PLAN02,2026-01-21,,Cancelled,True,2026-04-06,Found alternative platform,15.49
SUB0004033,CUST003657,PLAN02,2024-09-05,,Active,False,,,15.49
SUB0004034,CUST003658,PLAN01,2021-05-31,,Active,True,,,6.99
SUB0004035,CUST003659,PLAN03,2025-12-19,,Active,True,,,22.99
SUB0004036,CUST003660,PLAN01,2021-03-28,,Cancelled,False,2026-03-10,Found alternative platform,6.99
SUB0004037,CUST003661,PLAN03,2021-11-20,2026-06-18,Plan Changed,True,,,22.99
SUB0004038,CUST003661,PLAN03,2026-06-18,,Active,True,,,22.99
SUB0004039,CUST003662,PLAN02,2019-01-14,,Cancelled,True,2026-06-19,Technical issues,15.49
SUB0004040,CUST003663,PLAN02,2022-04-21,2023-01-06,Plan Changed,True,,,6.99
SUB0004041,CUST003663,PLAN01,2023-01-06,,Cancelled,True,2026-02-13,Too expensive,6.99
SUB0004042,CUST003664,PLAN01,2020-09-25,,Active,True,,,6.99
SUB0004043,CUST003665,PLAN01,2024-09-28,,Active,True,,,6.99
SUB0004044,CUST003666,PLAN02,2021-03-13,,Cancelled,False,2025-10-12,Poor customer service experience,15.49
SUB0004045,CUST003667,PLAN01,2024-09-28,,Active,True,,,6.99
SUB0004046,CUST003668,PLAN01,2019-05-13,,Active,True,,,6.99
SUB0004047,CUST003669,PLAN01,2021-12-02,,Active,True,,,6.99
SUB0004048,CUST003670,PLAN03,2022-10-18,2024-02-10,Plan Changed,True,,,22.99
SUB0004049,CUST003670,PLAN03,2024-02-10,,Cancelled,True,2026-03-10,Poor customer service experience,22.99
SUB0004050,CUST003671,PLAN01,2024-10-20,,Active,False,,,6.99
SUB0004051,CUST003672,PLAN02,2024-09-05,,Active,True,,,15.49
SUB0004052,CUST003673,PLAN02,2020-02-25,,Active,True,,,15.49
SUB0004053,CUST003674,PLAN01,2023-12-31,,Active,True,,,6.99
SUB0004054,CUST003675,PLAN01,2020-03-06,,Cancelled,True,2026-02-20,Moving / relocation,6.99
SUB0004055,CUST003676,PLAN02,2021-01-25,,Active,True,,,15.49
SUB0004056,CUST003677,PLAN03,2024-04-03,,Cancelled,False,2026-02-21,Household budget cuts,22.99
SUB0004057,CUST003678,PLAN01,2026-03-20,,Active,True,,,6.99
SUB0004058,CUST003679,PLAN01,2023-03-02,,Cancelled,True,2026-06-19,Payment issues,6.99
SUB0004059,CUST003680,PLAN02,2025-09-07,,Cancelled,True,2025-12-26,Found alternative platform,15.49
SUB0004060,CUST003681,PLAN01,2025-05-24,2026-03-18,Plan Changed,True,,,6.99
SUB0004061,CUST003681,PLAN01,2026-03-18,,Cancelled,True,,Household budget cuts,6.99
SUB0004062,CUST003682,PLAN01,2020-04-13,,Active,True,,,6.99
SUB0004063,CUST003683,PLAN02,2021-09-03,,Active,False,,,15.49
SUB0004064,CUST003684,PLAN01,2024-08-26,,Active,False,,,6.99
SUB0004065,CUST003685,PLAN03,2021-03-16,,Cancelled,True,2025-11-05,Household budget cuts,22.99
SUB0004066,CUST003686,PLAN01,2020-06-19,,Active,False,,,6.99
SUB0004067,CUST003687,PLAN03,2019-07-17,,Active,False,,,22.99
SUB0004068,CUST003688,PLAN01,2024-11-28,,Cancelled,True,2025-10-27,Too expensive,6.99
SUB0004069,CUST003689,PLAN02,2023-07-18,,Active,False,,,15.49
SUB0004070,CUST003690,PLAN02,2021-01-05,,Cancelled,False,2026-06-26,Household budget cuts,15.49
SUB0004071,CUST003691,PLAN01,2024-10-11,,Active,True,,,6.99
SUB0004072,CUST003692,PLAN01,2022-09-19,,Active,False,,,6.99
SUB0004073,CUST003693,PLAN01,2020-01-09,2026-03-12,Plan Changed,True,,,15.49
SUB0004074,CUST003693,PLAN02,2026-03-12,,Cancelled,True,,Not enough content,15.49
SUB0004075,CUST003694,PLAN01,2024-07-28,,Active,True,,,6.99
SUB0004076,CUST003695,PLAN01,2021-05-30,,Cancelled,False,2025-10-04,Found alternative platform,6.99
SUB0004077,CUST003696,PLAN03,2023-04-14,,Active,True,,,22.99
SUB0004078,CUST003697,PLAN01,2021-01-01,,Cancelled,True,2025-10-15,Too expensive,6.99
SUB0004079,CUST003698,PLAN02,2022-04-07,,Cancelled,True,2025-11-23,Found alternative platform,15.49
SUB0004080,CUST003699,PLAN01,2019-10-04,,Active,True,,,6.99
SUB0004081,CUST003700,PLAN01,2020-12-01,,Active,True,,,6.99
SUB0004082,CUST003701,PLAN01,2023-06-15,,Active,True,,,6.99
SUB0004083,CUST003702,PLAN01,2024-12-26,,Active,True,,,6.99
SUB0004084,CUST003703,PLAN01,2020-01-12,,Active,False,,,6.99
SUB0004085,CUST003704,PLAN03,2021-05-03,,Active,False,,,22.99
SUB0004086,CUST003705,PLAN02,2023-08-19,,Cancelled,True,2025-11-18,Payment issues,15.49
SUB0004087,CUST003706,PLAN01,2019-09-07,2024-03-03,Plan Changed,True,,,15.49
SUB0004088,CUST003706,PLAN02,2024-03-03,,Active,True,,,15.49
SUB0004089,CUST003707,PLAN03,2021-02-03,,Active,True,,,22.99
SUB0004090,CUST003708,PLAN01,2025-08-18,,Cancelled,True,2025-12-03,Found alternative platform,6.99
SUB0004091,CUST003709,PLAN02,2022-10-01,,Cancelled,True,2026-02-17,Household budget cuts,15.49
SUB0004092,CUST003710,PLAN01,2024-06-08,,Active,False,,,6.99
SUB0004093,CUST003711,PLAN03,2020-01-25,,Cancelled,True,2025-10-10,Payment issues,22.99
SUB0004094,CUST003712,PLAN02,2026-02-25,,Active,True,,,15.49
SUB0004095,CUST003713,PLAN02,2021-02-15,,Active,True,,,15.49
SUB0004096,CUST003714,PLAN01,2019-02-08,,Active,True,,,6.99
SUB0004097,CUST003715,PLAN02,2024-07-14,,Active,False,,,15.49
SUB0004098,CUST003716,PLAN01,2023-04-20,,Active,False,,,6.99
SUB0004099,CUST003717,PLAN01,2025-09-04,,Active,True,,,6.99
SUB0004100,CUST003718,PLAN01,2020-01-18,,Active,True,,,6.99
SUB0004101,CUST003719,PLAN01,2022-03-23,,Active,True,,,6.99
SUB0004102,CUST003720,PLAN02,2021-08-31,,Active,True,,,15.49
SUB0004103,CUST003721,PLAN03,2022-05-06,,Active,True,,,22.99
SUB0004104,CUST003722,PLAN02,2022-01-16,,Active,True,,,15.49
SUB0004105,CUST003723,PLAN02,2022-12-11,,Cancelled,False,2026-05-14,No longer needed,15.49
SUB0004106,CUST003724,PLAN01,2024-08-28,,Cancelled,True,2025-12-30,Too expensive,6.99
SUB0004107,CUST003725,PLAN02,2022-06-24,,Active,True,,,15.49
SUB0004108,CUST003726,PLAN02,2025-11-20,,Active,True,,,15.49
SUB0004109,CUST003727,PLAN01,2020-07-24,,Active,True,,,6.99
SUB0004110,CUST003728,PLAN01,2024-09-14,,Active,True,,,6.99
SUB0004111,CUST003729,PLAN02,2025-05-19,,Cancelled,False,2026-04-04,No longer needed,15.49
SUB0004112,CUST003730,PLAN03,2025-07-05,2025-12-14,Plan Changed,True,,,6.99
SUB0004113,CUST003730,PLAN01,2025-12-14,,Active,True,,,6.99
SUB0004114,CUST003731,PLAN01,2020-07-10,,Active,True,,,6.99
SUB0004115,CUST003732,PLAN01,2025-04-11,,Active,True,,,6.99
SUB0004116,CUST003733,PLAN02,2023-03-02,,Cancelled,True,2026-01-09,Household budget cuts,15.49
SUB0004117,CUST003734,PLAN02,2023-01-21,,Active,False,,,15.49
SUB0004118,CUST003735,PLAN01,2022-10-08,,Active,True,,,6.99
SUB0004119,CUST003736,PLAN03,2019-01-19,,Active,True,,,22.99
SUB0004120,CUST003737,PLAN03,2022-11-02,,Active,True,,,22.99
SUB0004121,CUST003738,PLAN02,2022-07-19,,Active,True,,,15.49
SUB0004122,CUST003739,PLAN02,2019-11-22,,Active,True,,,15.49
SUB0004123,CUST003740,PLAN02,2023-04-15,,Cancelled,True,2026-01-19,Found alternative platform,15.49
SUB0004124,CUST003741,PLAN01,2024-09-20,,Active,True,,,6.99
SUB0004125,CUST003742,PLAN02,2024-03-29,,Active,True,,,15.49
SUB0004126,CUST003743,PLAN02,2021-10-21,2025-05-19,Plan Changed,False,,,6.99
SUB0004127,CUST003743,PLAN01,2025-05-19,,Active,False,,,6.99
SUB0004128,CUST003744,PLAN01,2023-11-22,2024-08-15,Plan Changed,False,,,15.49
SUB0004129,CUST003744,PLAN02,2024-08-15,,Active,False,,,15.49
SUB0004130,CUST003745,PLAN02,2019-01-30,,Active,True,,,15.49
SUB0004131,CUST003746,PLAN01,2019-11-13,,Active,True,,,6.99
SUB0004132,CUST003747,PLAN01,2019-08-12,,Active,True,,,6.99
SUB0004133,CUST003748,PLAN02,2022-02-03,,Active,True,,,15.49
SUB0004134,CUST003749,PLAN02,2021-03-17,,Active,True,,,15.49
SUB0004135,CUST003750,PLAN03,2020-08-07,,Active,True,,,22.99
SUB0004136,CUST003751,PLAN01,2026-01-12,,Active,True,,,6.99
SUB0004137,CUST003752,PLAN01,2021-01-23,,Active,True,,,6.99
SUB0004138,CUST003753,PLAN03,2020-02-02,,Active,True,,,22.99
SUB0004139,CUST003754,PLAN02,2020-06-13,,Active,True,,,15.49
SUB0004140,CUST003755,PLAN01,2024-09-13,,Cancelled,True,2026-01-03,Too expensive,6.99
SUB0004141,CUST003756,PLAN01,2022-07-28,,Active,True,,,6.99
SUB0004142,CUST003757,PLAN03,2025-08-24,,Active,True,,,22.99
SUB0004143,CUST003758,PLAN02,2024-05-29,2025-08-07,Plan Changed,True,,,15.49
SUB0004144,CUST003758,PLAN02,2025-08-07,,Active,True,,,15.49
SUB0004145,CUST003759,PLAN02,2020-02-20,,Active,True,,,15.49
SUB0004146,CUST003760,PLAN02,2024-01-20,,Cancelled,True,2026-05-28,Too expensive,15.49
SUB0004147,CUST003761,PLAN02,2019-11-21,,Active,False,,,15.49
SUB0004148,CUST003762,PLAN02,2025-10-12,,Active,False,,,15.49
SUB0004149,CUST003763,PLAN01,2025-05-10,,Active,True,,,6.99
SUB0004150,CUST003764,PLAN01,2020-07-16,,Active,True,,,6.99
SUB0004151,CUST003765,PLAN02,2022-11-25,,Active,True,,,15.49
SUB0004152,CUST003766,PLAN01,2024-09-08,,Active,True,,,6.99
SUB0004153,CUST003767,PLAN02,2020-05-02,,Active,False,,,15.49
SUB0004154,CUST003768,PLAN03,2021-04-26,,Cancelled,False,2026-03-24,Found alternative platform,22.99
SUB0004155,CUST003769,PLAN01,2019-05-30,,Active,True,,,6.99
SUB0004156,CUST003770,PLAN02,2022-01-29,,Active,False,,,15.49
SUB0004157,CUST003771,PLAN03,2025-10-16,,Active,True,,,22.99
SUB0004158,CUST003772,PLAN03,2022-01-29,,Active,True,,,22.99
SUB0004159,CUST003773,PLAN02,2023-09-20,2025-09-17,Plan Changed,True,,,6.99
SUB0004160,CUST003773,PLAN01,2025-09-17,,Cancelled,True,2026-06-09,Not enough content,6.99
SUB0004161,CUST003774,PLAN01,2020-09-04,,Active,True,,,6.99
SUB0004162,CUST003775,PLAN02,2021-05-11,,Active,True,,,15.49
SUB0004163,CUST003776,PLAN02,2020-05-11,,Active,False,,,15.49
SUB0004164,CUST003777,PLAN02,2023-10-08,,Active,True,,,15.49
SUB0004165,CUST003778,PLAN01,2025-11-22,,Cancelled,True,2026-06-01,Too expensive,6.99
SUB0004166,CUST003779,PLAN01,2022-08-27,,Active,True,,,6.99
SUB0004167,CUST003780,PLAN03,2026-02-13,,Active,True,,,22.99
