viewing_id,customer_id,content_id,viewing_date,watch_duration_minutes,completion_percentage,device_type,login_location,session_duration_minutes
VIEW00026971,CUST003234,CNT00212,2026-03-11,24,85.0,smart tv,Spain,28
VIEW00026972,CUST003234,CNT00448,2025-07-02,66,36.0,mobile,Spain,88
VIEW00026973,CUST003234,CNT00171,2026-05-25,57,59.0,smart tv,Spain,63
VIEW00026974,CUST003234,CNT00387,2025-09-10,66,44.0,smart tv,Spain,73
VIEW00026975,CUST003234,CNT00430,2025-09-22,39,44.0,tablet,Spain,45
VIEW00026976,CUST003234,CNT00054,2025-07-25,70,65.0,smart tv,Spain,79
VIEW00026977,CUST003234,CNT00071,2026-05-13,43,69.0,mobile,Spain,50
VIEW00026978,CUST003235,CNT00175,2026-06-13,61,100.0,laptop,Japan,61
VIEW00026979,CUST003235,CNT00152,2026-02-03,57,44.0,laptop,Mexico,62
VIEW00026980,CUST003235,CNT00140,2026-05-21,46,53.0,laptop,Japan,61
VIEW00026981,CUST003235,CNT00465,2025-12-27,56,48.0,smart tv,Japan,70
VIEW00026982,CUST003235,CNT00474,2026-02-24,571,62.0,mobile,Japan,574
VIEW00026983,CUST003236,CNT00247,2025-09-10,11,62.0,smart tv,South Africa,13
VIEW00026984,CUST003236,CNT00077,2025-08-04,43,82.0,smart tv,Italy,57
VIEW00026985,CUST003236,CNT00253,2026-06-08,45,100.0,tablet,italy,64
VIEW00026986,CUST003236,CNT00424,2025-10-28,77,100.0,mobile,Italy,84
VIEW00026987,CUST003236,CNT00024,2026-01-07,3,44.0,smart tv,Italy,13
VIEW00026988,CUST003236,CNT00118,2025-07-24,17,84.0,smart tv,italy,24
VIEW00026989,CUST003236,CNT00299,2025-10-22,28,100.0,tablet,Indonesia,37
VIEW00026990,CUST003236,CNT00052,2025-09-25,53,79.0,smart tv,Italy,65
VIEW00026991,CUST003236,CNT00360,2026-04-29,61,48.0,tablet,Italy,69
VIEW00026992,CUST003236,CNT00043,2026-06-11,35,57.0,tv,Italy,39
VIEW00026993,CUST003236,CNT00153,2025-09-18,76,100.0,mobile,Italy,80
VIEW00026994,CUST003236,CNT00145,2025-10-07,3,94.0,mobile,Italy,9
VIEW00026995,CUST003236,CNT00440,2025-09-23,71,100.0,tv,Italy,83
VIEW00026996,CUST003237,CNT00049,2026-05-26,23,100.0,smart tv,AU,37
VIEW00026997,CUST003237,CNT00386,2026-06-22,51,63.0,smart tv,Australia,67
VIEW00026998,CUST003237,CNT00243,2026-05-11,75,87.0,smart tv,Australia,79
VIEW00026999,CUST003237,CNT00294,2025-12-05,10,78.0,laptop,Australia,11
VIEW00027000,CUST003237,CNT00414,2026-06-17,60,76.0,mobile,Australia,65
VIEW00027001,CUST003237,CNT00163,2025-10-02,86,72.0,tablet,Australia,94
VIEW00027002,CUST003238,CNT00274,2026-05-06,88,51.0,smart tv,United States,92
VIEW00027003,CUST003238,CNT00052,2025-10-14,46,71.0,tablet,United States,46
VIEW00027004,CUST003238,CNT00265,2026-06-19,31,66.0,smart tv,United States,37
VIEW00027005,CUST003238,CNT00272,2026-03-03,42,85.0,mobile,United States,56
VIEW00027006,CUST003238,CNT00242,2026-05-01,22,83.0,smart tv,United States,32
VIEW00027007,CUST003238,CNT00432,2025-11-10,24,46.0,mobile,united states,25
VIEW00027008,CUST003239,CNT00441,2025-11-27,64,71.0,mobile,Canada,69
VIEW00027009,CUST003239,CNT00034,2026-05-06,100,100.0,laptop,Canada,110
VIEW00027010,CUST003240,CNT00452,2026-06-27,90,100.0,smart tv,Brazil,103
VIEW00027011,CUST003240,CNT00161,2026-05-11,72,84.0,smart tv,Brazil,86
VIEW00027012,CUST003240,CNT00349,2026-05-14,56,51.0,smart tv,BR,65
VIEW00027013,CUST003240,CNT00419,2025-07-24,66,77.0,mobile,Brazil,68
VIEW00027014,CUST003240,CNT00282,2026-05-12,26,87.0,mobile,Brazil,30
VIEW00027015,CUST003240,CNT00074,2026-05-06,32,87.0,laptop,BR,32
VIEW00027016,CUST003240,CNT00036,2026-06-07,50,90.0,mobile,Brazil,58
VIEW00027017,CUST003241,CNT00400,2026-04-21,40,95.0,pc,South Africa,48
VIEW00027018,CUST003242,CNT00244,2026-03-30,56,23.0,smart tv,India,56
VIEW00027019,CUST003242,CNT00409,2026-03-12,61,58.0,tablet,India,74
VIEW00027020,CUST003242,CNT00432,2026-06-03,42,48.0,smartphone,India,46
VIEW00027021,CUST003242,CNT00113,2026-02-19,93,68.0,smart tv,India,103
VIEW00027022,CUST003242,CNT00401,2026-05-17,47,46.0,tablet,India,56
VIEW00027023,CUST003242,CNT00121,2026-05-03,62,85.0,smart tv,India,75
VIEW00027024,CUST003242,CNT00432,2026-06-25,46,47.0,laptop,India,52
VIEW00027025,CUST003242,CNT00413,2026-05-08,63,100.0,smart tv,India,69
VIEW00027026,CUST003242,CNT00239,2026-06-07,3,40.0,laptop,India,9
VIEW00027027,CUST003242,CNT00025,2026-05-16,11,89.0,tablet,India,24
VIEW00027028,CUST003242,CNT00441,2026-05-17,48,90.0,smart tv,INDIA,60
VIEW00027029,CUST003242,CNT00255,2026-03-27,39,42.0,ipad,INDIA,50
VIEW00027030,CUST003242,CNT00353,2026-03-16,36,52.0,smart tv,India,47
VIEW00027031,CUST003243,CNT00099,2025-08-06,29,26.0,laptop,Australia,36
VIEW00027032,CUST003243,CNT00315,2025-12-01,82,85.0,mobile,australia,90
VIEW00027033,CUST003243,CNT00104,2025-08-09,12,89.0,pc,SPAIN,26
VIEW00027034,CUST003243,CNT00286,2026-01-03,52,70.0,mobile,Australia,65
VIEW00027035,CUST003243,CNT00059,2026-06-17,30,61.0,tablet,AUSTRALIA,30
VIEW00027036,CUST003243,CNT00007,2026-03-02,3,68.0,smart tv,Australia,15
VIEW00027037,CUST003243,CNT00275,2025-11-21,23,71.0,mobile,Philippines,24
VIEW00027038,CUST003243,CNT00059,2026-01-18,43,98.0,laptop,Australia,54
VIEW00027039,CUST003243,CNT00348,2025-09-15,49,88.0,laptop,Australia,55
VIEW00027040,CUST003243,CNT00456,2025-10-02,17,52.0,smart tv,Australia,29
VIEW00027041,CUST003244,CNT00395,2025-07-20,24,92.0,mobile,India,35
VIEW00027042,CUST003244,CNT00284,2025-10-19,29,76.0,tablet,India,41
VIEW00027043,CUST003244,CNT00319,2025-11-14,43,64.0,tablet,Brazil,51
VIEW00027044,CUST003244,CNT00292,2026-05-22,56,60.0,mobile,India,62
VIEW00027045,CUST003244,CNT00341,2025-11-08,94,62.0,laptop,India,98
VIEW00027046,CUST003244,CNT00349,2025-11-01,4,73.0,laptop,India,20
VIEW00027047,CUST003245,CNT00408,2025-11-04,98,77.0,smart tv,MEXICO,113
VIEW00027048,CUST003245,CNT00075,2026-04-26,36,76.0,smart tv,South Africa,36
VIEW00027049,CUST003245,CNT00241,2025-12-14,23,61.0,mobile,Italy,34
VIEW00027050,CUST003245,CNT00132,2025-11-09,25,80.0,smart tv,Italy,25
VIEW00027051,CUST003245,CNT00055,2026-05-30,44,58.0,smart tv,Italy,50
VIEW00027052,CUST003245,CNT00282,2026-01-12,109,76.0,laptop,Italy,114
VIEW00027053,CUST003245,CNT00003,2025-10-30,101,75.0,tablet,Italy,109
VIEW00027054,CUST003245,CNT00487,2026-05-21,91,37.0,tablet,Italy,100
VIEW00027055,CUST003246,CNT00178,2025-11-20,19,82.0,mobile,United States,25
VIEW00027056,CUST003246,CNT00325,2025-08-10,102,88.0,smart tv,United States,112
VIEW00027057,CUST003246,CNT00080,2026-02-11,91,74.0,mobile,United States,99
VIEW00027058,CUST003246,CNT00411,2025-10-14,55,51.0,mobile,United States,57
VIEW00027059,CUST003246,CNT00321,2025-08-18,47,73.0,mobile,United States,52
VIEW00027060,CUST003246,CNT00003,2025-07-14,27,100.0,tablet,United States,33
VIEW00027061,CUST003246,CNT00107,2025-08-10,12,46.0,mobile,United States,20
VIEW00027062,CUST003246,CNT00484,2025-10-03,79,53.0,unknown,United States,88
VIEW00027063,CUST003246,CNT00002,2026-05-24,66,100.0,smart tv,United States,74
VIEW00027064,CUST003247,CNT00373,2025-07-02,98,86.0,smart tv,U.S.A,100
VIEW00027065,CUST003247,CNT00265,2025-11-22,29,82.0,mobile,United States,29
VIEW00027066,CUST003247,CNT00044,2025-12-26,34,39.0,smart tv,US,42
VIEW00027067,CUST003247,CNT00045,2026-02-03,48,73.0,smart tv,United States,57
VIEW00027068,CUST003247,CNT00085,2026-03-07,68,51.0,tablet,United States,79
VIEW00027069,CUST003247,CNT00038,2025-11-24,70,55.0,smart tv,United States,80
VIEW00027070,CUST003247,CNT00402,2026-02-05,44,77.0,mobile,United States,57
VIEW00027071,CUST003247,CNT00365,2025-07-29,62,56.0,laptop,Bharat,62
VIEW00027072,CUST003247,CNT00465,2026-02-21,86,65.0,tv,U.S.A,92
VIEW00027073,CUST003247,CNT00101,2026-01-02,46,94.0,mobile,United States,46
VIEW00027074,CUST003247,CNT00378,2026-02-20,12,99.0,smart tv,United States,26
VIEW00027075,CUST003247,CNT00415,2026-03-20,63,52.0,smarttv,United States,68
VIEW00027076,CUST003247,CNT00120,2025-12-11,67,50.0,phone,United States,72
VIEW00027077,CUST003247,CNT00477,2025-12-04,36,45.0,smart tv,United States,53
VIEW00027078,CUST003248,CNT00242,2025-11-15,11,91.0,laptop,India,30
VIEW00027079,CUST003248,CNT00183,2026-03-20,44,35.0,smarttv,India,65
VIEW00027080,CUST003249,CNT00192,2026-04-10,58,100.0,mobile,Germany,65
VIEW00027081,CUST003249,CNT00171,2026-04-26,15,45.0,tv,Germany,21
VIEW00027082,CUST003249,CNT00043,2025-12-06,62,85.0,smart tv,Germany,79
VIEW00027083,CUST003249,CNT00363,2026-03-19,62,31.0,tablet,Germany,77
VIEW00027084,CUST003249,CNT00378,2025-09-26,30,84.0,mobile,Germany,41
VIEW00027085,CUST003249,CNT00464,2025-10-15,84,68.0,tablet,Germany,94
VIEW00027086,CUST003249,CNT00313,2026-02-24,42,38.0,tablet,Germany,57
VIEW00027087,CUST003249,CNT00287,2025-10-03,71,52.0,smart tv,Germany,71
VIEW00027088,CUST003249,CNT00062,2026-02-10,33,100.0,smart tv,Germany,44
VIEW00027089,CUST003249,CNT00321,2026-03-08,70,82.0,mobile,Germany,80
VIEW00027090,CUST003249,CNT00135,2026-03-17,81,39.0,mobile,Germany,92
VIEW00027091,CUST003249,CNT00489,2025-11-18,51,62.0,mobile,GERMANY,67
VIEW00027092,CUST003250,CNT00366,2025-09-08,28,53.0,smart tv,United States,28
VIEW00027093,CUST003250,CNT00459,2026-02-28,3,67.0,smart tv,United States,8
VIEW00027094,CUST003250,CNT00497,2026-05-07,72,72.0,tablet,USA,89
VIEW00027095,CUST003250,CNT00057,2025-09-27,93,61.0,mobile,United States,93
VIEW00027096,CUST003250,CNT00292,2026-02-24,83,70.0,smart tv,United States,89
VIEW00027097,CUST003250,CNT00196,2025-11-16,45,84.0,unknown,South Korea,65
VIEW00027098,CUST003250,CNT00428,2026-03-29,24,32.0,smart tv,United States,28
VIEW00027099,CUST003250,CNT00181,2026-01-04,59,62.0,smart tv,United States,64
VIEW00027100,CUST003250,CNT00123,2025-12-15,58,55.0,mobile,United States,73
VIEW00027101,CUST003250,CNT00098,2026-05-31,47,64.0,mobile,United States,56
VIEW00027102,CUST003250,CNT00028,2026-02-06,3,38.0,gaming console,United States,19
VIEW00027103,CUST003250,CNT00160,2025-11-09,32,59.0,tablet,United States,46
VIEW00027104,CUST003250,CNT00403,2026-04-12,39,85.0,mobile,United States,44
VIEW00027105,CUST003250,CNT00231,2026-06-08,46,61.0,tablet,United States,49
VIEW00027106,CUST003251,CNT00226,2026-01-31,108,76.0,smart tv,Poland,113
VIEW00027107,CUST003251,CNT00112,2026-03-28,44,72.0,tablet,Poland,54
VIEW00027108,CUST003251,CNT00485,2026-01-06,70,18.0,smart tv,Poland,93
VIEW00027109,CUST003251,CNT00223,2026-05-18,38,76.0,smart tv,Poland,43
VIEW00027110,CUST003251,CNT00354,2025-12-01,71,83.0,laptop,Poland,81
VIEW00027111,CUST003251,CNT00199,2025-08-29,71,56.0,smart tv,Poland,80
VIEW00027112,CUST003252,CNT00364,2026-01-15,44,69.0,mobile,Germany,46
VIEW00027113,CUST003252,CNT00448,2026-06-12,29,34.0,tablet,DE,35
VIEW00027114,CUST003252,CNT00100,2026-06-10,72,98.0,smart tv,Germany,76
VIEW00027115,CUST003252,CNT00227,2026-06-29,85,69.0,smart tv,Germany,98
VIEW00027116,CUST003252,CNT00143,2026-06-09,3,57.0,tablet,germany,8
VIEW00027117,CUST003252,CNT00138,2026-02-02,36,54.0,mobile,Germany,49
VIEW00027118,CUST003252,CNT00350,2026-02-09,45,94.0,phone,Germany,51
VIEW00027119,CUST003252,CNT00186,2026-06-15,29,22.0,smart tv,DE,34
VIEW00027120,CUST003252,CNT00017,2026-06-14,38,100.0,smart tv,Germany,50
VIEW00027121,CUST003252,CNT00273,2026-05-26,41,67.0,smart tv,Germany,57
VIEW00027122,CUST003252,CNT00077,2026-05-21,58,71.0,laptop,GERMANY,58
VIEW00027123,CUST003252,CNT00169,2026-04-22,85,63.0,gaming console,Germany,98
VIEW00027124,CUST003252,CNT00278,2026-05-07,37,59.0,smart tv,Germany,44
VIEW00027125,CUST003252,CNT00317,2026-06-27,46,56.0,mobile,germany,46
VIEW00027126,CUST003253,CNT00097,2025-10-13,27,75.0,mobile,United States,34
VIEW00027127,CUST003253,CNT00166,2026-04-16,53,89.0,tablet,United States,53
VIEW00027128,CUST003253,CNT00437,2025-12-08,33,34.0,smart tv,Philippines,46
VIEW00027129,CUST003253,CNT00345,2026-01-22,64,80.0,smartphone,united states,64
VIEW00027130,CUST003253,CNT00098,2026-01-07,53,100.0,mobile,United States,59
VIEW00027131,CUST003253,CNT00423,2025-08-10,80,60.0,mobile,United States,88
VIEW00027132,CUST003253,CNT00454,2026-02-15,54,61.0,unknown,United States,54
VIEW00027133,CUST003253,CNT00273,2025-12-21,3,37.0,mobile,United States,19
VIEW00027134,CUST003253,CNT00449,2026-01-10,78,59.0,gaming console,United States,84
VIEW00027135,CUST003253,CNT00154,2025-11-15,61,75.0,mobile,United States,68
VIEW00027136,CUST003253,CNT00397,2026-05-23,87,7.0,mobile,United States,97
VIEW00027137,CUST003253,CNT00288,2025-09-11,52,73.0,mobile,United States,64
VIEW00027138,CUST003253,CNT00099,2026-01-10,32,56.0,laptop,United States,40
VIEW00027139,CUST003253,CNT00291,2025-11-25,51,38.0,mobile,United States,69
VIEW00027140,CUST003254,CNT00454,2026-04-29,33,100.0,mobile,India,48
VIEW00027141,CUST003254,CNT00220,2025-12-12,55,29.0,mobile,India,57
VIEW00027142,CUST003254,CNT00064,2026-04-11,40,59.0,smart tv,India,42
VIEW00027143,CUST003254,CNT00047,2025-12-07,12,76.0,mobile,India,24
VIEW00027144,CUST003254,CNT00395,2025-12-12,68,62.0,smart tv,India,79
VIEW00027145,CUST003254,CNT00281,2025-11-24,59,100.0,mobile,India,72
VIEW00027146,CUST003255,CNT00479,2025-09-22,26,69.0,mobile,United Kingdom,31
VIEW00027147,CUST003255,CNT00440,2025-09-19,55,81.0,mobile,United Kingdom,70
VIEW00027148,CUST003255,CNT00321,2026-04-07,55,67.0,gaming console,United Kingdom,62
VIEW00027149,CUST003255,CNT00039,2026-02-06,51,100.0,gaming console,Britain,67
VIEW00027150,CUST003255,CNT00231,2026-06-04,50,26.0,tablet,United Kingdom,68
VIEW00027151,CUST003255,CNT00104,2026-01-18,11,58.0,mobile,United Kingdom,20
VIEW00027152,CUST003255,CNT00292,2025-10-29,56,100.0,smart tv,United Kingdom,62
VIEW00027153,CUST003255,CNT00187,2025-09-24,65,97.0,mobile,United Kingdom,85
VIEW00027154,CUST003256,CNT00437,2026-01-14,69,84.0,gaming console,India,82
VIEW00027155,CUST003256,CNT00135,2026-01-27,80,81.0,smart tv,India,88
VIEW00027156,CUST003256,CNT00109,2025-12-05,61,78.0,mobile,India,65
VIEW00027157,CUST003256,CNT00074,2026-05-08,86,53.0,mobile,IN,100
VIEW00027158,CUST003256,CNT00188,2026-01-12,3,29.0,desktop,India,19
VIEW00027159,CUST003256,CNT00305,2025-11-03,71,100.0,smart tv,India,80
VIEW00027160,CUST003256,CNT00091,2026-04-04,49,100.0,laptop,India,50
VIEW00027161,CUST003257,CNT00296,2026-05-03,86,55.0,smart tv,Nigeria,86
VIEW00027162,CUST003257,CNT00441,2025-12-25,52,90.0,laptop,Nigeria,58
VIEW00027163,CUST003257,CNT00209,2025-10-18,26,68.0,mobile,Nigeria,29
VIEW00027164,CUST003258,CNT00117,2026-02-19,48,60.0,tablet,Mexico,57
VIEW00027165,CUST003258,CNT00216,2026-02-28,33,82.0,mobile,Mexico,33
VIEW00027166,CUST003258,CNT00201,2025-10-03,60,78.0,gaming console,Mexico,68
VIEW00027167,CUST003258,CNT00212,2026-05-04,16,100.0,mobile,Mexico,23
VIEW00027168,CUST003258,CNT00406,2025-09-04,99,65.0,phone,mexico,111
VIEW00027169,CUST003259,CNT00189,2026-05-29,3,100.0,laptop,India,4
VIEW00027170,CUST003259,CNT00397,2026-04-29,33,46.0,tablet,INDIA,47
VIEW00027171,CUST003259,CNT00361,2026-05-08,3,64.0,laptop,India,12
VIEW00027172,CUST003259,CNT00019,2026-06-25,59,74.0,mobile,India,72
VIEW00027173,CUST003259,CNT00404,2026-06-30,71,43.0,smart tv,India,92
VIEW00027174,CUST003259,CNT00131,2026-05-12,29,59.0,smart tv,India,41
VIEW00027175,CUST003259,CNT00297,2026-05-31,37,83.0,tablet,india,44
VIEW00027176,CUST003259,CNT00474,2026-06-27,75,67.0,laptop,India,85
VIEW00027177,CUST003260,CNT00248,2025-10-21,45,77.0,tablet,Indonesia,70
VIEW00027178,CUST003260,CNT00484,2026-01-10,46,73.0,smart tv,INDONESIA,50
VIEW00027179,CUST003260,CNT00009,2025-07-08,3,66.0,unknown,Indonesia,20
VIEW00027180,CUST003260,CNT00395,2026-04-14,41,78.0,tablet,Indonesia,52
VIEW00027181,CUST003260,CNT00216,2025-12-23,18,100.0,tablet,Indonesia,30
VIEW00027182,CUST003260,CNT00038,2025-11-10,63,100.0,tablet,Indonesia,69
VIEW00027183,CUST003260,CNT00037,2026-02-09,54,96.0,mobile,Indonesia,66
VIEW00027184,CUST003260,CNT00271,2026-06-30,50,65.0,mobile,Indonesia,70
VIEW00027185,CUST003261,CNT00139,2026-06-21,16,66.0,smart tv,AUSTRALIA,24
VIEW00027186,CUST003261,CNT00161,2026-05-19,40,37.0,mobile,Australia,50
VIEW00027187,CUST003261,CNT00261,2026-05-06,67,61.0,mobile,Australia,78
VIEW00027188,CUST003261,CNT00094,2026-03-08,70,60.0,laptop,Australia,72
VIEW00027189,CUST003261,CNT00160,2026-05-03,38,74.0,mobile,Australia,47
VIEW00027190,CUST003261,CNT00137,2026-05-20,50,22.0,tablet,Australia,60
VIEW00027191,CUST003261,CNT00122,2025-10-15,74,93.0,mobile,Australia,80
VIEW00027192,CUST003262,CNT00199,2026-03-03,61,88.0,console,South Africa,76
VIEW00027193,CUST003262,CNT00339,2026-06-15,66,64.0,gaming console,South Africa,71
VIEW00027194,CUST003263,CNT00198,2026-06-04,22,75.0,laptop,Poland,29
VIEW00027195,CUST003263,CNT00317,2026-05-21,64,100.0,smart tv,Poland,64
VIEW00027196,CUST003263,CNT00446,2026-05-20,46,61.0,smart tv,Poland,57
VIEW00027197,CUST003263,CNT00392,2026-06-10,40,91.0,tablet,Poland,50
VIEW00027198,CUST003263,CNT00500,2026-06-10,81,84.0,smart tv,Poland,83
VIEW00027199,CUST003263,CNT00011,2026-05-19,3,71.0,smart tv,Poland,4
VIEW00027200,CUST003263,CNT00067,2026-05-21,49,77.0,mobile,Poland,49
VIEW00027201,CUST003263,CNT00250,2026-06-12,76,81.0,mobile,Poland,84
VIEW00027202,CUST003263,CNT00274,2026-06-06,41,58.0,mobile,Poland,52
VIEW00027203,CUST003263,CNT00263,2025-09-18,45,17.0,smart tv,poland,51
VIEW00027204,CUST003263,CNT00348,2026-05-30,41,66.0,tablet,Poland,54
VIEW00027205,CUST003263,CNT00500,2026-06-19,65,40.0,smart tv,Poland,81
VIEW00027206,CUST003264,CNT00202,2026-04-26,13,100.0,mobile,South Korea,21
VIEW00027207,CUST003264,CNT00211,2026-03-18,47,74.0,phone,South Korea,58
VIEW00027208,CUST003264,CNT00120,2026-06-25,58,71.0,smart tv,South Korea,79
VIEW00027209,CUST003264,CNT00237,2026-03-13,101,100.0,smart tv,South Korea,109
VIEW00027210,CUST003264,CNT00478,2026-06-17,34,40.0,gaming console,South Korea,53
VIEW00027211,CUST003264,CNT00487,2026-03-23,63,34.0,mobile,South Korea,65
VIEW00027212,CUST003264,CNT00283,2026-06-29,47,87.0,tablet,KR,52
VIEW00027213,CUST003264,CNT00081,2026-02-28,64,33.0,smart tv,South Korea,71
VIEW00027214,CUST003264,CNT00044,2026-04-19,2,80.0,smart tv,South Korea,2
VIEW00027215,CUST003264,CNT00314,2026-03-24,30,97.0,smart tv,South Korea,38
VIEW00027216,CUST003264,CNT00228,2026-05-03,28,100.0,mobile,South Korea,29
VIEW00027217,CUST003264,CNT00437,2026-04-16,24,10.0,smart tv,south korea,41
VIEW00027218,CUST003264,CNT00447,2026-03-30,52,96.0,laptop,South Africa,60
VIEW00027219,CUST003264,CNT00334,2026-05-18,42,63.0,smart tv,South Korea,47
VIEW00027220,CUST003264,CNT00340,2026-05-26,74,70.0,desktop,South Korea,92
VIEW00027221,CUST003265,CNT00214,2026-04-26,60,100.0,gaming console,United States,67
VIEW00027222,CUST003265,CNT00405,2026-06-21,84,32.0,smart tv,United States,94
VIEW00027223,CUST003265,CNT00462,2026-03-30,70,85.0,mobile,United States,74
VIEW00027224,CUST003265,CNT00152,2026-05-18,71,67.0,smart tv,United States,76
VIEW00027225,CUST003265,CNT00246,2026-06-28,70,54.0,smart tv,United States,75
VIEW00027226,CUST003265,CNT00133,2026-05-29,45,98.0,mobile,United States,52
VIEW00027227,CUST003265,CNT00497,2026-03-24,35,51.0,mobile,United States,40
VIEW00027228,CUST003265,CNT00054,2026-06-29,56,60.0,tablet,Mexico,66
VIEW00027229,CUST003266,CNT00384,2026-05-15,60,83.0,smart tv,U.S.A,64
VIEW00027230,CUST003266,CNT00494,2026-06-15,77,49.0,laptop,United States,79
VIEW00027231,CUST003266,CNT00457,2026-05-17,41,58.0,tablet,United States,47
VIEW00027232,CUST003266,CNT00115,2026-05-04,43,17.0,gaming console,United States,48
VIEW00027233,CUST003266,CNT00040,2026-05-26,39,64.0,tablet,United States,51
VIEW00027234,CUST003266,CNT00277,2025-12-05,42,68.0,mobile,United States,55
VIEW00027235,CUST003266,CNT00088,2026-02-21,27,93.0,mobile,United States,55
VIEW00027236,CUST003266,CNT00434,2026-05-26,38,100.0,mobile,United States,52
VIEW00027237,CUST003266,CNT00338,2026-05-08,52,43.0,laptop,USA,67
VIEW00027238,CUST003266,CNT00167,2026-04-28,29,73.0,mobile,United States,34
VIEW00027239,CUST003267,CNT00455,2025-08-28,3,95.0,smart tv,United States,6
VIEW00027240,CUST003267,CNT00416,2026-05-06,54,27.0,tablet,United States,61
VIEW00027241,CUST003268,CNT00066,2025-10-30,39,100.0,smartphone,IN,60
VIEW00027242,CUST003268,CNT00288,2026-04-06,38,100.0,mobile,India,47
VIEW00027243,CUST003268,CNT00394,2026-01-23,49,59.0,mobile,India,64
VIEW00027244,CUST003268,CNT00285,2025-12-25,39,100.0,tablet,India,39
VIEW00027245,CUST003268,CNT00164,2025-12-07,49,61.0,smart tv,India,65
VIEW00027246,CUST003268,CNT00321,2026-05-21,70,56.0,laptop,India,80
VIEW00027247,CUST003268,CNT00055,2025-12-19,46,70.0,mobile,India,53
VIEW00027248,CUST003268,CNT00226,2026-04-25,30,76.0,tablet,India,35
VIEW00027249,CUST003268,CNT00166,2026-01-07,32,67.0,mobile,India,47
VIEW00027250,CUST003268,CNT00150,2026-05-25,89,73.0,console,India,118
VIEW00027251,CUST003268,CNT00470,2025-11-02,50,98.0,tablet,India,50
VIEW00027252,CUST003269,CNT00262,2025-10-16,77,44.0,smart tv,France,88
VIEW00027253,CUST003269,CNT00246,2026-04-27,68,65.0,gaming console,France,76
VIEW00027254,CUST003269,CNT00352,2025-12-27,55,68.0,gaming console,France,58
VIEW00027255,CUST003269,CNT00168,2025-10-07,84,88.0,mobile,FRANCE,96
VIEW00027256,CUST003269,CNT00164,2025-07-18,45,74.0,tablet,France,49
VIEW00027257,CUST003269,CNT00282,2026-02-21,26,28.0,mobile,France,37
VIEW00027258,CUST003269,CNT00389,2025-08-18,65,91.0,tablet,france,72
VIEW00027259,CUST003269,CNT00009,2026-01-09,28,65.0,tv,France,28
VIEW00027260,CUST003269,CNT00154,2025-07-14,63,78.0,smart tv,France,63
VIEW00027261,CUST003269,CNT00234,2025-11-18,47,89.0,smart tv,France,64
VIEW00027262,CUST003270,CNT00330,2025-07-02,48,9.0,tv,Germany,64
VIEW00027263,CUST003270,CNT00184,2025-10-09,32,82.0,smart tv,Germany,46
VIEW00027264,CUST003270,CNT00166,2026-02-11,3,53.0,mobile,GERMANY,14
VIEW00027265,CUST003270,CNT00102,2025-09-29,39,85.0,smart tv,Germany,46
VIEW00027266,CUST003270,CNT00034,2025-10-11,24,84.0,mobile,Germany,29
VIEW00027267,CUST003270,CNT00192,2026-01-19,61,63.0,gaming console,Germany,74
VIEW00027268,CUST003270,CNT00424,2026-04-03,32,100.0,smart tv,Germany,32
VIEW00027269,CUST003270,CNT00325,2026-06-17,47,50.0,laptop,DE,58
VIEW00027270,CUST003270,CNT00387,2025-07-02,90,79.0,laptop,Germany,96
VIEW00027271,CUST003270,CNT00289,2026-01-16,65,68.0,smart tv,Germany,70
VIEW00027272,CUST003271,CNT00309,2026-04-06,17,72.0,smart tv,Brazil,20
VIEW00027273,CUST003271,CNT00354,2025-09-12,59,72.0,mobile,Brazil,59
VIEW00027274,CUST003271,CNT00102,2025-12-24,91,50.0,smart tv,Brazil,100
VIEW00027275,CUST003271,CNT00376,2026-06-10,59,71.0,smart tv,Brazil,69
VIEW00027276,CUST003271,CNT00288,2026-03-02,17,37.0,laptop,Brazil,17
VIEW00027277,CUST003271,CNT00357,2026-03-08,73,83.0,tablet,Brazil,76
VIEW00027278,CUST003271,CNT00362,2026-05-07,47,83.0,smart tv,Brazil,47
VIEW00027279,CUST003271,CNT00075,2026-06-30,56,93.0,smart tv,Brazil,69
VIEW00027280,CUST003271,CNT00111,2025-10-16,61,38.0,laptop,Brazil,72
VIEW00027281,CUST003271,CNT00113,2025-07-24,45,88.0,smart tv,Brazil,54
VIEW00027282,CUST003271,CNT00158,2026-03-13,35,31.0,mobile,Brazil,35
VIEW00027283,CUST003271,CNT00255,2025-07-05,50,92.0,smart tv,Brazil,57
VIEW00027284,CUST003272,CNT00230,2025-08-26,34,45.0,mobile,MEXICO,49
VIEW00027285,CUST003272,CNT00174,2026-03-14,62,91.0,tv,Mexico,62
VIEW00027286,CUST003272,CNT00118,2025-11-24,23,43.0,laptop,Mexico,38
VIEW00027287,CUST003272,CNT00057,2025-11-22,64,56.0,mobile,Mexico,67
VIEW00027288,CUST003272,CNT00064,2025-10-11,60,29.0,mobile,Mexico,70
VIEW00027289,CUST003273,CNT00125,2026-06-05,35,32.0,mobile,Mexico,44
VIEW00027290,CUST003273,CNT00476,2026-01-20,77,25.0,smart tv,Mexico,91
VIEW00027291,CUST003273,CNT00033,2026-06-09,59,61.0,mobile,Mexico,68
VIEW00027292,CUST003273,CNT00421,2026-06-19,69,87.0,unknown,Mexico,86
VIEW00027293,CUST003273,CNT00390,2026-05-15,57,69.0,tablet,Mexico,76
