payment_id,customer_id,subscription_id,payment_date,amount,payment_method,payment_status,failed_payment_reason
PAY00037648,CUST002733,,2023-01-07,15.49,Debit Card,Success,
PAY00037649,CUST002733,,2023-02-06,15.49,Credit Card,Success,
PAY00037650,CUST002734,,2020-06-25,15.49,Gift Card,Success,
PAY00037651,CUST002734,,2020-07-25,15.49,UPI,Success,
PAY00037652,CUST002734,,2020-08-24,15.49,UPI,Success,
PAY00037653,CUST002734,,2020-09-23,15.49,Debit Card,Success,
PAY00037654,CUST002734,,2020-10-23,15.49,UPI,Failed,Card reported lost/stolen
PAY00037655,CUST002734,,2020-11-22,15.49,UPI,Success,
PAY00037656,CUST002734,,2020-12-22,15.49,Gift Card,Success,
PAY00037657,CUST002734,,2021-01-21,15.49,Credit Card,Success,
PAY00037658,CUST002734,,2021-02-20,15.49,Mobile Wallet,Success,
PAY00037659,CUST002734,,2021-03-22,15.49,UPI,Success,
PAY00037660,CUST002734,,2021-04-21,15.49,PayPal,Success,
PAY00037661,CUST002734,,2021-05-21,15.49,PayPal,Success,
PAY00037662,CUST002734,,2021-06-20,15.49,Gift Card,Success,
PAY00037663,CUST002734,,2021-07-20,15.49,Credit Card,Success,
PAY00037664,CUST002734,,2021-08-19,15.49,PayPal,Success,
PAY00037665,CUST002735,,2024-10-18,22.99,Debit Card,Success,
PAY00037666,CUST002735,,2024-11-17,22.99,Credit Card,Success,
PAY00037667,CUST002735,,2024-12-17,22.99,UPI,Success,
PAY00037668,CUST002735,,2025-01-16,22.99,Debit Card,Success,
PAY00037669,CUST002735,,2025-02-15,22.99,Credit Card,Success,
PAY00037670,CUST002735,,2025-03-17,22.99,Debit Card,Failed,International transaction blocked
PAY00037671,CUST002735,,2025-04-16,22.99,PayPal,Failed,Card reported lost/stolen
PAY00037672,CUST002735,,2025-05-16,22.99,Mobile Wallet,Success,
PAY00037673,CUST002735,,2025-06-15,22.99,Debit Card,Success,
PAY00037674,CUST002735,,2025-07-15,22.99,Credit Card,Success,
PAY00037675,CUST002735,,2025-08-14,22.99,Mobile Wallet,Success,
PAY00037676,CUST002735,,2025-09-13,22.99,Credit Card,Success,
PAY00037677,CUST002735,,2025-10-13,22.99,PayPal,Success,
PAY00037678,CUST002735,,2025-11-12,22.99,Debit Card,Success,
PAY00037679,CUST002735,,2025-12-12,22.99,Debit Card,Success,
PAY00037680,CUST002736,,2025-03-06,6.99,Credit Card,Failed,Bank declined
PAY00037681,CUST002736,,2025-04-05,6.99,Gift Card,Failed,Insufficient funds
PAY00037682,CUST002736,,2025-05-05,6.99,Credit Card,Success,
PAY00037683,CUST002736,,2025-06-04,6.99,Credit Card,Success,
PAY00037684,CUST002736,,2025-07-04,6.99,Net Banking,Failed,Insufficient funds
PAY00037685,CUST002736,,2025-08-03,6.99,UPI,Success,
PAY00037686,CUST002736,,2025-09-02,6.99,Net Banking,Success,
PAY00037687,CUST002736,,2025-10-02,6.99,Debit Card,Success,
PAY00037688,CUST002736,,2025-11-01,6.99,UPI,Success,
PAY00037689,CUST002736,,2025-12-01,6.99,Mobile Wallet,Success,
PAY00037690,CUST002736,,2025-12-31,6.99,PayPal,Success,
PAY00037691,CUST002736,,2026-01-30,6.99,Net Banking,Success,
PAY00037692,CUST002736,,2026-03-01,6.99,Credit Card,Success,
PAY00037693,CUST002736,,2026-03-31,6.99,UPI,Success,
PAY00037694,CUST002736,,2026-04-30,6.99,Debit Card,Success,
PAY00037695,CUST002737,,2023-10-21,6.99,Credit Card,Failed,Card reported lost/stolen
PAY00037696,CUST002737,,2023-11-20,6.99,Debit Card,Success,
PAY00037697,CUST002737,,2023-12-20,6.99,PayPal,Success,
PAY00037698,CUST002737,,2024-01-19,6.99,PayPal,Success,
PAY00037699,CUST002737,,2024-02-18,6.99,Credit Card,Success,
PAY00037700,CUST002737,,2024-03-19,6.99,Credit Card,Success,
PAY00037701,CUST002737,,2024-04-18,6.99,UPI,Success,
PAY00037702,CUST002737,,2024-05-18,6.99,Credit Card,Success,
PAY00037703,CUST002737,,2024-06-17,6.99,Debit Card,Success,
PAY00037704,CUST002737,,2024-07-17,6.99,UPI,Success,
PAY00037705,CUST002737,,2024-08-16,6.99,UPI,Success,
PAY00037706,CUST002737,,2024-09-15,6.99,Credit Card,Success,
PAY00037707,CUST002737,,2024-10-15,6.99,Net Banking,Success,
PAY00037708,CUST002737,,2024-11-14,6.99,Credit Card,Success,
PAY00037709,CUST002737,,2024-12-14,6.99,PayPal,Success,
PAY00037710,CUST002738,,2024-06-19,15.49,Net Banking,Success,
PAY00037711,CUST002738,,2024-07-19,15.49,PayPal,Success,
PAY00037712,CUST002738,,2024-08-18,15.49,Debit Card,Success,
PAY00037713,CUST002738,,2024-09-17,15.49,Credit Card,Success,
PAY00037714,CUST002738,,2024-10-17,15.49,Credit Card,Success,
PAY00037715,CUST002738,,2024-11-16,15.49,UPI,Success,
PAY00037716,CUST002738,,2024-12-16,15.49,PayPal,Success,
PAY00037717,CUST002738,,2025-01-15,15.49,Credit Card,Success,
PAY00037718,CUST002738,,2025-02-14,15.49,Debit Card,Success,
PAY00037719,CUST002738,,2025-03-16,15.49,Debit Card,Success,
PAY00037720,CUST002738,,2025-04-15,15.49,Net Banking,Success,
PAY00037721,CUST002738,,2025-05-15,15.49,PayPal,Success,
PAY00037722,CUST002738,,2025-06-14,15.49,UPI,Success,
PAY00037723,CUST002738,,2025-07-14,15.49,UPI,Success,
PAY00037724,CUST002738,,2025-08-13,15.49,Credit Card,Success,
PAY00037725,CUST002739,,2023-02-24,6.99,Gift Card,Success,
PAY00037726,CUST002739,,2023-03-26,6.99,Credit Card,Success,
PAY00037727,CUST002739,,2023-04-25,6.99,PayPal,Success,
PAY00037728,CUST002739,,2023-05-25,6.99,Credit Card,Success,
PAY00037729,CUST002739,,2023-06-24,6.99,Credit Card,Success,
PAY00037730,CUST002739,,2023-07-24,6.99,Gift Card,Success,
PAY00037731,CUST002739,,2023-08-23,6.99,UPI,Success,
PAY00037732,CUST002739,,2023-09-22,6.99,UPI,Success,
PAY00037733,CUST002739,,2023-10-22,6.99,UPI,Success,
PAY00037734,CUST002739,,2023-11-21,6.99,Credit Card,Success,
PAY00037735,CUST002739,,2023-12-21,6.99,UPI,Success,
PAY00037736,CUST002739,,2024-01-20,6.99,Debit Card,Success,
PAY00037737,CUST002739,,2024-02-19,6.99,Debit Card,Success,
PAY00037738,CUST002739,,2024-03-20,6.99,UPI,Success,
PAY00037739,CUST002739,,2024-04-19,6.99,UPI,Success,
PAY00037740,CUST002740,,2024-03-19,15.49,Gift Card,Success,
PAY00037741,CUST002740,,2024-04-18,15.49,UPI,Success,
PAY00037742,CUST002740,,2024-05-18,15.49,PayPal,Success,
PAY00037743,CUST002740,,2024-06-17,15.49,PayPal,Success,
PAY00037744,CUST002740,,2024-07-17,15.49,PayPal,Success,
PAY00037745,CUST002740,,2024-08-16,15.49,Net Banking,Success,
PAY00037746,CUST002740,,2024-09-15,15.49,Debit Card,Success,
PAY00037747,CUST002740,,2024-10-15,15.49,UPI,Success,
PAY00037748,CUST002740,,2024-11-14,15.49,PayPal,Success,
PAY00037749,CUST002740,,2024-12-14,15.49,PayPal,Success,
PAY00037750,CUST002740,,2025-01-13,15.49,UPI,Success,
PAY00037751,CUST002740,,2025-02-12,15.49,UPI,Success,
PAY00037752,CUST002740,,2025-03-14,15.49,UPI,Success,
PAY00037753,CUST002740,,2025-04-13,15.49,PayPal,Success,
PAY00037754,CUST002740,,2025-05-13,15.49,Mobile Wallet,Success,
PAY00037755,CUST002741,,2026-04-17,22.99,Credit Card,Success,
PAY00037756,CUST002741,,2026-05-17,22.99,Credit Card,Success,
PAY00037757,CUST002742,,2024-07-28,15.49,Mobile Wallet,Success,
PAY00037758,CUST002742,,2024-08-27,15.49,Credit Card,Success,
PAY00037759,CUST002742,,2024-09-26,15.49,Gift Card,Success,
PAY00037760,CUST002742,,2024-10-26,15.49,Gift Card,Success,
PAY00037761,CUST002742,,2024-11-25,0.0,Credit Card,Success,
PAY00037762,CUST002742,,2024-12-25,15.49,UPI,Success,
PAY00037763,CUST002742,,2025-01-24,15.49,Mobile Wallet,Success,
PAY00037764,CUST002742,,2025-02-23,15.49,Net Banking,Success,
PAY00037765,CUST002742,,2025-03-25,15.49,Debit Card,Success,
PAY00037766,CUST002742,,2025-04-24,15.49,UPI,Success,
PAY00037767,CUST002742,,2025-05-24,15.49,Debit Card,Success,
PAY00037768,CUST002742,,2025-06-23,15.49,PayPal,Success,
PAY00037769,CUST002742,,2025-07-23,15.49,Net Banking,Success,
PAY00037770,CUST002742,,2025-08-22,15.49,Credit Card,Success,
PAY00037771,CUST002742,,2025-09-21,15.49,UPI,Success,
PAY00037772,CUST002743,,2023-06-28,22.99,Credit Card,Success,
PAY00037773,CUST002743,,2023-07-28,22.99,Credit Card,Success,
PAY00037774,CUST002743,,2023-08-27,22.99,UPI,Success,
PAY00037775,CUST002743,,2023-09-26,22.99,UPI,Success,
PAY00037776,CUST002743,,2023-10-26,22.99,UPI,Success,
PAY00037777,CUST002743,,2023-11-25,22.99,Debit Card,Success,
PAY00037778,CUST002743,,2023-12-25,22.99,PayPal,Success,
PAY00037779,CUST002743,,2024-01-24,22.99,Gift Card,Success,
PAY00037780,CUST002743,,2024-02-23,22.99,PayPal,Success,
PAY00037781,CUST002743,,2024-03-24,22.99,Credit Card,Success,
PAY00037782,CUST002743,,2024-04-23,22.99,UPI,Success,
PAY00037783,CUST002743,,2024-05-23,22.99,Credit Card,Success,
PAY00037784,CUST002743,,2024-06-22,22.99,Mobile Wallet,Success,
PAY00037785,CUST002743,,2024-07-22,22.99,UPI,Success,
PAY00037786,CUST002743,,2024-08-21,22.99,PayPal,Success,
PAY00037787,CUST002744,,2021-07-01,15.49,Debit Card,Success,
PAY00037788,CUST002744,,2021-07-31,15.49,Credit Card,Success,
PAY00037789,CUST002744,,2021-08-30,15.49,Mobile Wallet,Success,
PAY00037790,CUST002744,,2021-09-29,15.49,Credit Card,Success,
PAY00037791,CUST002744,,2021-10-29,15.49,UPI,Success,
PAY00037792,CUST002744,,2021-11-28,15.49,Debit Card,Success,
PAY00037793,CUST002744,,2021-12-28,15.49,Credit Card,Success,
PAY00037794,CUST002744,,2022-01-27,15.49,Gift Card,Success,
PAY00037795,CUST002744,,2022-02-26,15.49,Credit Card,Success,
PAY00037796,CUST002744,,2022-03-28,15.49,UPI,Success,
PAY00037797,CUST002744,,2022-04-27,15.49,Credit Card,Success,
PAY00037798,CUST002744,,2022-05-27,15.49,Credit Card,Success,
PAY00037799,CUST002744,,2022-06-26,15.49,UPI,Success,
PAY00037800,CUST002744,,2022-07-26,15.49,Debit Card,Success,
PAY00037801,CUST002744,,2022-08-25,15.49,Credit Card,Success,
PAY00037802,CUST002745,,2024-05-30,22.99,Credit Card,Success,
PAY00037803,CUST002745,,2024-06-29,22.99,Mobile Wallet,Success,
PAY00037804,CUST002745,,2024-07-29,22.99,Credit Card,Success,
PAY00037805,CUST002745,,2024-08-28,22.99,Credit Card,Success,
PAY00037806,CUST002745,,2024-09-27,22.99,Net Banking,Success,
PAY00037807,CUST002745,,2024-10-27,22.99,UPI,Success,
PAY00037808,CUST002745,,2024-11-26,22.99,Net Banking,Success,
PAY00037809,CUST002745,,2024-12-26,22.99,Credit Card,Success,
PAY00037810,CUST002745,,2025-01-25,22.99,Debit Card,Success,
PAY00037811,CUST002745,,2025-02-24,22.99,UPI,Success,
PAY00037812,CUST002745,,2025-03-26,22.99,PayPal,Success,
PAY00037813,CUST002745,,2025-04-25,22.99,Debit Card,Success,
PAY00037814,CUST002745,,2025-05-25,22.99,Credit Card,Success,
PAY00037815,CUST002745,,2025-06-24,22.99,PayPal,Success,
PAY00037816,CUST002745,,2025-07-24,22.99,UPI,Success,
PAY00037817,CUST002746,,2022-01-05,6.99,Debit Card,Success,
PAY00037818,CUST002746,,2022-02-04,6.99,Credit Card,Success,
PAY00037819,CUST002746,,2022-03-06,6.99,Net Banking,Success,
PAY00037820,CUST002746,,2022-04-05,6.99,Gift Card,Success,
PAY00037821,CUST002746,,2022-05-05,6.99,Credit Card,Success,
PAY00037822,CUST002746,,2022-06-04,6.99,Net Banking,Success,
PAY00037823,CUST002746,,2022-07-04,6.99,Credit Card,Success,
PAY00037824,CUST002746,,2022-08-03,6.99,PayPal,Success,
PAY00037825,CUST002746,,2022-09-02,6.99,Mobile Wallet,Failed,Bank declined
PAY00037826,CUST002746,,2022-10-02,6.99,Mobile Wallet,Success,
PAY00037827,CUST002746,,2022-11-01,6.99,Credit Card,Success,
PAY00037828,CUST002746,,2022-12-01,6.99,Gift Card,Success,
PAY00037829,CUST002746,,2022-12-31,6.99,Credit Card,Success,
PAY00037830,CUST002746,,2023-01-30,6.99,Credit Card,Failed,Card expired
PAY00037831,CUST002746,,2023-03-01,6.99,UPI,Failed,Insufficient funds
PAY00037832,CUST002747,,2026-02-08,15.49,PayPal,Success,
PAY00037833,CUST002747,,2026-03-10,15.49,Gift Card,Success,
PAY00037834,CUST002747,,2026-04-09,15.49,UPI,Success,
PAY00037835,CUST002747,,2026-05-09,15.49,PayPal,Success,
PAY00037836,CUST002748,,2024-09-23,22.99,Debit Card,Success,
PAY00037837,CUST002748,,2024-10-23,22.99,Credit Card,Success,
PAY00037838,CUST002748,,2024-11-22,22.99,Credit Card,Success,
PAY00037839,CUST002748,,2024-12-22,22.99,Gift Card,Success,
PAY00037840,CUST002748,,2025-01-21,22.99,Credit Card,Success,
PAY00037841,CUST002748,,2025-02-20,22.99,Credit Card,Failed,Insufficient funds
PAY00037842,CUST002748,,2025-03-22,22.99,Credit Card,Success,
PAY00037843,CUST002748,,2025-04-21,22.99,Credit Card,Success,
PAY00037844,CUST002748,,2025-05-21,22.99,Credit Card,Success,
PAY00037845,CUST002748,,2025-06-20,22.99,Credit Card,Success,
PAY00037846,CUST002748,,2025-07-20,22.99,Net Banking,Success,
PAY00037847,CUST002748,,2025-08-19,22.99,UPI,Success,
PAY00037848,CUST002748,,2025-09-18,22.99,Net Banking,Success,
PAY00037849,CUST002748,,2025-10-18,22.99,Debit Card,Success,
PAY00037850,CUST002748,,2025-11-17,22.99,UPI,Success,
PAY00037851,CUST002749,,2026-05-25,6.99,PayPal,Success,
PAY00037852,CUST002750,,2023-08-12,22.99,UPI,Success,
PAY00037853,CUST002750,,2023-09-11,22.99,Debit Card,Success,
PAY00037854,CUST002750,,2023-10-11,22.99,UPI,Success,
PAY00037855,CUST002750,,2023-11-10,22.99,Net Banking,Success,
PAY00037856,CUST002750,,2023-12-10,22.99,Credit Card,Success,
PAY00037857,CUST002750,,2024-01-09,22.99,Net Banking,Success,
PAY00037858,CUST002750,,2024-02-08,22.99,Debit Card,Success,
PAY00037859,CUST002750,,2024-03-09,22.99,PayPal,Success,
PAY00037860,CUST002750,,2024-04-08,22.99,UPI,Success,
PAY00037861,CUST002750,,2024-05-08,22.99,Credit Card,Success,
PAY00037862,CUST002750,,2024-06-07,22.99,Credit Card,Success,
PAY00037863,CUST002750,,2024-07-07,22.99,PayPal,Success,
PAY00037864,CUST002750,,2024-08-06,22.99,UPI,Failed,Incorrect card details
PAY00037865,CUST002750,,2024-09-05,22.99,Credit Card,Success,
PAY00037866,CUST002750,,2024-10-05,22.99,Debit Card,Success,
PAY00037867,CUST002751,,2023-02-12,22.99,Credit Card,Failed,Bank declined
PAY00037868,CUST002751,,2023-03-14,22.99,Gift Card,Success,
PAY00037869,CUST002751,,2023-04-13,22.99,UPI,Success,
PAY00037870,CUST002751,,2023-05-13,22.99,PayPal,Failed,Card expired
PAY00037871,CUST002751,,2023-06-12,22.99,Gift Card,Success,
PAY00037872,CUST002751,,2023-07-12,22.99,Credit Card,Success,
PAY00037873,CUST002751,,2023-08-11,22.99,Credit Card,Success,
PAY00037874,CUST002751,,2023-09-10,22.99,Mobile Wallet,Success,
PAY00037875,CUST002751,,2023-10-10,22.99,UPI,Success,
PAY00037876,CUST002751,,2023-11-09,22.99,Credit Card,Success,
PAY00037877,CUST002751,,2023-12-09,22.99,UPI,Success,
PAY00037878,CUST002751,,2024-01-08,22.99,UPI,Success,
PAY00037879,CUST002751,,2024-02-07,22.99,Debit Card,Success,
PAY00037880,CUST002751,,2024-03-08,22.99,PayPal,Success,
PAY00037881,CUST002751,,2024-04-07,22.99,Credit Card,Success,
PAY00037882,CUST002752,,2025-03-19,22.99,PayPal,Success,
PAY00037883,CUST002752,,2025-04-18,22.99,Debit Card,Success,
PAY00037884,CUST002752,,2025-05-18,22.99,Mobile Wallet,Success,
PAY00037885,CUST002752,,2025-06-17,22.99,Net Banking,Success,
PAY00037886,CUST002752,,2025-07-17,22.99,Debit Card,Success,
PAY00037887,CUST002752,,2025-08-16,22.99,Net Banking,Success,
PAY00037888,CUST002752,,2025-09-15,22.99,Credit Card,Success,
PAY00037889,CUST002752,,2025-10-15,22.99,Net Banking,Success,
PAY00037890,CUST002752,,2025-11-14,22.99,PayPal,Success,
PAY00037891,CUST002752,,2025-12-14,22.99,Credit Card,Success,
PAY00037892,CUST002752,,2026-01-13,22.99,Debit Card,Success,
PAY00037893,CUST002752,,2026-02-12,22.99,PayPal,Success,
PAY00037894,CUST002752,,2026-03-14,22.99,Credit Card,Failed,Card expired
PAY00037895,CUST002752,,2026-04-13,22.99,Mobile Wallet,Success,
PAY00037896,CUST002752,,2026-05-13,22.99,Mobile Wallet,Success,
PAY00037897,CUST002753,,2026-04-19,6.99,Debit Card,Success,
PAY00037898,CUST002753,,2026-05-19,6.99,Credit Card,Success,
PAY00037899,CUST002754,,2022-08-13,15.49,Mobile Wallet,Success,
PAY00037900,CUST002754,,2022-09-12,15.49,Credit Card,Success,
PAY00037901,CUST002754,,2022-10-12,15.49,Mobile Wallet,Success,
PAY00037902,CUST002754,,2022-11-11,15.49,UPI,Success,
PAY00037903,CUST002754,,2022-12-11,15.49,Net Banking,Success,
PAY00037904,CUST002754,,2023-01-10,15.49,Debit Card,Success,
PAY00037905,CUST002754,,2023-02-09,15.49,Mobile Wallet,Success,
PAY00037906,CUST002754,,2023-03-11,15.49,Gift Card,Success,
PAY00037907,CUST002754,,2023-04-10,15.49,Credit Card,Success,
PAY00037908,CUST002754,,2023-05-10,15.49,Credit Card,Success,
PAY00037909,CUST002754,,2023-06-09,15.49,PayPal,Success,
PAY00037910,CUST002754,,2023-07-09,15.49,UPI,Success,
PAY00037911,CUST002754,,2023-08-08,15.49,Mobile Wallet,Success,
PAY00037912,CUST002754,,2023-09-07,15.49,UPI,Success,
PAY00037913,CUST002754,,2023-10-07,15.49,UPI,Success,
PAY00037914,CUST002755,,2023-08-13,15.49,Net Banking,Success,
PAY00037915,CUST002755,,2023-09-12,15.49,Debit Card,Success,
PAY00037916,CUST002755,,2023-10-12,15.49,Gift Card,Success,
PAY00037917,CUST002755,,2023-11-11,15.49,Gift Card,Success,
PAY00037918,CUST002755,,2023-12-11,15.49,Gift Card,Success,
PAY00037919,CUST002755,,2024-01-10,15.49,Credit Card,Success,
PAY00037920,CUST002755,,2024-02-09,15.49,Gift Card,Success,
PAY00037921,CUST002755,,2024-03-10,15.49,Credit Card,Success,
PAY00037922,CUST002755,,2024-04-09,15.49,Credit Card,Success,
PAY00037923,CUST002755,,2024-05-09,15.49,UPI,Success,
PAY00037924,CUST002755,,2024-06-08,15.49,Debit Card,Success,
PAY00037925,CUST002755,,2024-07-08,15.49,PayPal,Success,
PAY00037926,CUST002755,,2024-08-07,15.49,UPI,Success,
PAY00037927,CUST002755,,2024-09-06,15.49,Credit Card,Success,
PAY00037928,CUST002755,,2024-10-06,15.49,UPI,Success,
PAY00037929,CUST002756,,2022-10-05,15.49,Credit Card,Success,
PAY00037930,CUST002756,,2022-11-04,15.49,Debit Card,Success,
PAY00037931,CUST002756,,2022-12-04,15.49,UPI,Success,
PAY00037932,CUST002756,,2023-01-03,15.49,Credit Card,Success,
PAY00037933,CUST002756,,2023-02-02,15.49,UPI,Success,
PAY00037934,CUST002756,,2023-03-04,15.49,Net Banking,Success,
PAY00037935,CUST002756,,2023-04-03,15.49,UPI,Success,
PAY00037936,CUST002756,,2023-05-03,15.49,Gift Card,Success,
PAY00037937,CUST002756,,2023-06-02,15.49,UPI,Success,
PAY00037938,CUST002756,,2023-07-02,15.49,Credit Card,Success,
PAY00037939,CUST002756,,2023-08-01,15.49,UPI,Success,
PAY00037940,CUST002756,,2023-08-31,15.49,PayPal,Success,
PAY00037941,CUST002756,,2023-09-30,15.49,Net Banking,Success,
PAY00037942,CUST002756,,2023-10-30,15.49,Credit Card,Success,
PAY00037943,CUST002756,,2023-11-29,15.49,Net Banking,Failed,Card expired
PAY00037944,CUST002757,,2019-12-03,15.49,Credit Card,Success,
PAY00037945,CUST002757,,2020-01-02,15.49,UPI,Failed,Insufficient funds
PAY00037946,CUST002757,,2020-02-01,15.49,Mobile Wallet,Success,
PAY00037947,CUST002757,,2020-03-02,15.49,Credit Card,Success,
PAY00037948,CUST002757,,2020-04-01,15.49,Debit Card,Success,
PAY00037949,CUST002757,,2020-05-01,15.49,Debit Card,Success,
PAY00037950,CUST002757,,2020-05-31,15.49,Net Banking,Success,
PAY00037951,CUST002757,,2020-06-30,15.49,Debit Card,Success,
PAY00037952,CUST002757,,2020-07-30,15.49,Credit Card,Success,
PAY00037953,CUST002757,,2020-08-29,15.49,UPI,Success,
PAY00037954,CUST002757,,2020-09-28,15.49,Gift Card,Success,
PAY00037955,CUST002757,,2020-10-28,15.49,Debit Card,Success,
PAY00037956,CUST002757,,2020-11-27,15.49,PayPal,Success,
PAY00037957,CUST002757,,2020-12-27,15.49,Credit Card,Success,
PAY00037958,CUST002757,,2021-01-26,15.49,Debit Card,Success,
PAY00037959,CUST002758,,2020-10-11,6.99,PayPal,Success,
PAY00037960,CUST002758,,2020-11-10,6.99,UPI,Success,
PAY00037961,CUST002758,,2020-12-10,6.99,UPI,Success,
PAY00037962,CUST002758,,2021-01-09,6.99,Credit Card,Success,
PAY00037963,CUST002758,,2021-02-08,6.99,PayPal,Success,
PAY00037964,CUST002758,,2021-03-10,6.99,Credit Card,Success,
PAY00037965,CUST002758,,2021-04-09,6.99,Credit Card,Success,
PAY00037966,CUST002758,,2021-05-09,6.99,PayPal,Success,
PAY00037967,CUST002758,,2021-06-08,6.99,PayPal,Success,
PAY00037968,CUST002758,,2021-07-08,6.99,Credit Card,Success,
PAY00037969,CUST002758,,2021-08-07,6.99,Net Banking,Success,
PAY00037970,CUST002758,,2021-09-06,6.99,UPI,Success,
PAY00037971,CUST002758,,2021-10-06,6.99,UPI,Success,
PAY00037972,CUST002758,,2021-11-05,6.99,Credit Card,Success,
PAY00037973,CUST002758,,2021-12-05,6.99,Credit Card,Success,
PAY00037974,CUST002759,,2021-03-19,6.99,Credit Card,Success,
PAY00037975,CUST002759,,2021-04-18,6.99,Credit Card,Success,
PAY00037976,CUST002759,,2021-05-18,6.99,UPI,Success,
PAY00037977,CUST002759,,2021-06-17,6.99,UPI,Success,
PAY00037978,CUST002759,,2021-07-17,6.99,PayPal,Success,
PAY00037979,CUST002759,,2021-08-16,6.99,Net Banking,Success,
PAY00037980,CUST002759,,2021-09-15,6.99,Credit Card,Success,
PAY00037981,CUST002759,,2021-10-15,6.99,Credit Card,Success,
PAY00037982,CUST002759,,2021-11-14,6.99,UPI,Success,
PAY00037983,CUST002759,,2021-12-14,6.99,Credit Card,Success,
PAY00037984,CUST002759,,2022-01-13,6.99,UPI,Success,
PAY00037985,CUST002759,,2022-02-12,6.99,Credit Card,Success,
PAY00037986,CUST002759,,2022-03-14,6.99,PayPal,Success,
PAY00037987,CUST002759,,2022-04-13,6.99,UPI,Success,
PAY00037988,CUST002759,,2022-05-13,6.99,Credit Card,Success,
PAY00037989,CUST002760,,2020-02-25,15.49,Debit Card,Success,
PAY00037990,CUST002760,,2020-03-26,15.49,Debit Card,Success,
PAY00037991,CUST002760,,2020-04-25,15.49,Gift Card,Success,
PAY00037992,CUST002760,,2020-05-25,15.49,PayPal,Success,
PAY00037993,CUST002760,,2020-06-24,15.49,Credit Card,Success,
PAY00037994,CUST002760,,2020-07-24,15.49,Credit Card,Failed,Insufficient funds
PAY00037995,CUST002760,,2020-08-23,15.49,Credit Card,Success,
PAY00037996,CUST002760,,2020-09-22,15.49,Credit Card,Success,
PAY00037997,CUST002760,,2020-10-22,15.49,Mobile Wallet,Success,
PAY00037998,CUST002760,,2020-11-21,15.49,Mobile Wallet,Success,
PAY00037999,CUST002760,,2020-12-21,15.49,Net Banking,Success,
PAY00038000,CUST002760,,2021-01-20,15.49,PayPal,Success,
PAY00038001,CUST002760,,2021-02-19,15.49,Net Banking,Success,
PAY00038002,CUST002760,,2021-03-21,15.49,Mobile Wallet,Success,
PAY00038003,CUST002760,,2021-04-20,15.49,UPI,Success,
PAY00038004,CUST002761,,2024-03-22,6.99,PayPal,Success,
PAY00038005,CUST002761,,2024-04-21,6.99,PayPal,Success,
PAY00038006,CUST002761,,2024-05-21,6.99,Debit Card,Success,
PAY00038007,CUST002761,,2024-06-20,6.99,PayPal,Success,
PAY00038008,CUST002761,,2024-07-20,6.99,UPI,Success,
PAY00038009,CUST002761,,2024-08-19,6.99,UPI,Success,
PAY00038010,CUST002761,,2024-09-18,6.99,Credit Card,Success,
PAY00038011,CUST002761,,2024-10-18,6.99,Credit Card,Success,
PAY00038012,CUST002761,,2024-11-17,6.99,Credit Card,Success,
PAY00038013,CUST002761,,2024-12-17,6.99,PayPal,Success,
PAY00038014,CUST002761,,2025-01-16,6.99,Debit Card,Failed,International transaction blocked
PAY00038015,CUST002761,,2025-02-15,6.99,Mobile Wallet,Success,
PAY00038016,CUST002761,,2025-03-17,6.99,Credit Card,Success,
PAY00038017,CUST002761,,2025-04-16,6.99,UPI,Success,
PAY00038018,CUST002761,,2025-05-16,6.99,Mobile Wallet,Success,
PAY00038019,CUST002762,,2020-01-18,15.49,Debit Card,Success,
PAY00038020,CUST002762,,2020-02-17,15.49,Mobile Wallet,Success,
PAY00038021,CUST002762,,2020-03-18,15.49,Debit Card,Success,
PAY00038022,CUST002762,,2020-04-17,15.49,PayPal,Success,
PAY00038023,CUST002762,,2020-05-17,15.49,Credit Card,Success,
PAY00038024,CUST002762,,2020-06-16,15.49,Net Banking,Success,
PAY00038025,CUST002762,,2020-07-16,15.49,Credit Card,Success,
PAY00038026,CUST002762,,2020-08-15,15.49,UPI,Success,
PAY00038027,CUST002762,,2020-09-14,15.49,Debit Card,Success,
PAY00038028,CUST002762,,2020-10-14,15.49,Net Banking,Success,
PAY00038029,CUST002762,,2020-11-13,15.49,PayPal,Success,
PAY00038030,CUST002762,,2020-12-13,15.49,Debit Card,Success,
PAY00038031,CUST002762,,2021-01-12,15.49,UPI,Success,
PAY00038032,CUST002762,,2021-02-11,15.49,Credit Card,Success,
PAY00038033,CUST002762,,2021-03-13,15.49,Credit Card,Success,
PAY00038034,CUST002763,,2024-10-01,6.99,Gift Card,Success,
PAY00038035,CUST002763,,2024-10-31,6.99,Debit Card,Failed,Incorrect card details
PAY00038036,CUST002763,,2024-11-30,6.99,PayPal,Success,
PAY00038037,CUST002763,,2024-12-30,6.99,Credit Card,Success,
PAY00038038,CUST002763,,2025-01-29,6.99,Credit Card,Success,
PAY00038039,CUST002763,,2025-02-28,6.99,PayPal,Success,
PAY00038040,CUST002763,,2025-03-30,6.99,Credit Card,Success,
PAY00038041,CUST002763,,2025-04-29,6.99,UPI,Success,
PAY00038042,CUST002763,,2025-05-29,6.99,PayPal,Success,
PAY00038043,CUST002763,,2025-06-28,6.99,Credit Card,Success,
PAY00038044,CUST002763,,2025-07-28,6.99,Credit Card,Success,
PAY00038045,CUST002763,,2025-08-27,6.99,UPI,Success,
